PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
90031,4684,The very definition of what critics have come to term an `` ambitious failure,1,The very definition of what critics have come to term an `` ambitious failure,2,1,1.5333333333333334
90030,4684,The very definition of what critics have come to term an `` ambitious failure .,0,The very definition of what critics have come to term an `` ambitious failure .,2,2,1.5333333333333334
90029,4684,The very definition of what critics have come to term an `` ambitious failure . '',1,The very definition of what critics have come to term an `` ambitious failure . '',2,1,1.5333333333333334
90034,4684,of what critics have come to term an `` ambitious failure,0,of what critics have come to term an `` ambitious failure,2,2,1.5333333333333334
90036,4684,critics have come to term an `` ambitious failure,1,critics have come to term an `` ambitious failure,2,1,1.5333333333333334
90037,4684,have come to term an `` ambitious failure,1,have come to term an `` ambitious failure,2,1,1.5333333333333334
90038,4684,come to term an `` ambitious failure,0,come to term an `` ambitious failure,2,2,1.5333333333333334
90039,4684,to term an `` ambitious failure,0,to term an `` ambitious failure,3,3,1.5333333333333334
90040,4684,term an `` ambitious failure,0,term an `` ambitious failure,3,3,1.5333333333333334
90035,4684,what critics have come to term an `` ambitious failure,0,what critics have come to term an `` ambitious failure,2,2,1.5333333333333334
90033,4684,very definition,2,very definition,2,0,1.5333333333333334
90042,4684,`` ambitious failure,1,`` ambitious failure,2,1,1.5333333333333334
90043,4684,ambitious failure,1,ambitious failure,2,1,1.5333333333333334
21477,961,to lowly studio hack,1,to lowly studio hack,2,1,1.5263157894736843
21478,961,lowly studio hack,1,lowly studio hack,2,1,1.5263157894736843
21474,961,from Oscar-winning master,3,from Oscar-winning master,4,1,1.5263157894736843
21475,961,Oscar-winning master,3,Oscar-winning master,4,1,1.5263157894736843
21476,961,Oscar-winning,4,Oscar-winning,2,2,1.5263157894736843
21471,961,diminishing,2,diminishing,2,0,1.5263157894736843
21470,961,diminishing his stature,1,diminishing his stature,2,1,1.5263157894736843
21469,961,diminishing his stature from Oscar-winning master,1,diminishing his stature from Oscar-winning master,4,3,1.5263157894736843
21468,961,diminishing his stature from Oscar-winning master to lowly studio hack,0,diminishing his stature from Oscar-winning master to lowly studio hack,4,4,1.5263157894736843
21467,961,in diminishing his stature from Oscar-winning master to lowly studio hack,1,in diminishing his stature from Oscar-winning master to lowly studio hack,4,3,1.5263157894736843
21466,961,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack,3,3,1.5263157894736843
21465,961,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,3,1.5263157894736843
21464,961,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,3,1.5263157894736843
21463,961,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,1,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,2,1.5263157894736843
21472,961,his stature,2,his stature,2,0,1.5263157894736843
21481,961,studio,2,studio,2,0,1.5263157894736843
21480,961,studio hack,1,studio hack,2,1,1.5263157894736843
21479,961,lowly,2,lowly,2,0,1.5263157894736843
21473,961,stature,2,stature,2,0,1.5263157894736843
81719,4216,my least favourite emotions,2,my least favourite emotions,2,0,1.5238095238095237
81718,4216,"my least favourite emotions ,",1,"my least favourite emotions ,",2,1,1.5238095238095237
81723,4216,especially when I have to put up with 146 minutes of it,1,especially when I have to put up with 146 minutes of it,2,1,1.5238095238095237
81720,4216,least favourite emotions,1,least favourite emotions,2,1,1.5238095238095237
81721,4216,least favourite,1,least favourite,2,1,1.5238095238095237
81722,4216,favourite,4,favourite,2,2,1.5238095238095237
81716,4216,"of my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"of my least favourite emotions , especially when I have to put up with 146 minutes of it",3,3,1.5238095238095237
81724,4216,I have to put up with 146 minutes of it,0,I have to put up with 146 minutes of it,2,2,1.5238095238095237
81726,4216,to put up with 146 minutes of it,1,to put up with 146 minutes of it,2,1,1.5238095238095237
81727,4216,put up with 146 minutes of it,1,put up with 146 minutes of it,2,1,1.5238095238095237
81728,4216,put up,2,put up,2,0,1.5238095238095237
81729,4216,with 146 minutes of it,2,with 146 minutes of it,2,0,1.5238095238095237
81730,4216,146 minutes of it,2,146 minutes of it,2,0,1.5238095238095237
81731,4216,146 minutes,2,146 minutes,2,0,1.5238095238095237
81732,4216,146,2,146,2,0,1.5238095238095237
81717,4216,"my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"my least favourite emotions , especially when I have to put up with 146 minutes of it",2,2,1.5238095238095237
81725,4216,have to put up with 146 minutes of it,0,have to put up with 146 minutes of it,2,2,1.5238095238095237
81715,4216,"one of my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"one of my least favourite emotions , especially when I have to put up with 146 minutes of it",4,4,1.5238095238095237
81713,4216,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",0,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",4,4,1.5238095238095237
81712,4216,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",0,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",4,4,1.5238095238095237
81714,4216,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it",1,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it",4,3,1.5238095238095237
153075,8358,it holds itself,3,it holds itself,2,1,1.5
153069,8358,prevents us,2,prevents us,2,0,1.5
153070,8358,from sharing the awe in which it holds itself,1,from sharing the awe in which it holds itself,4,3,1.5
153071,8358,sharing the awe in which it holds itself,2,sharing the awe in which it holds itself,4,2,1.5
153072,8358,the awe in which it holds itself,3,the awe in which it holds itself,4,1,1.5
153073,8358,the awe,3,the awe,2,1,1.5
153074,8358,in which it holds itself,2,in which it holds itself,2,0,1.5
55475,2769,", it actually hurts to watch .",0,", it actually hurts to watch .",2,2,1.5
153076,8358,holds itself,3,holds itself,2,1,1.5
55640,2780,of work,2,of work,2,0,1.5
55476,2769,it actually hurts to watch .,0,it actually hurts to watch .,2,2,1.5
13668,587,Not just unlikable .,1,Not just unlikable .,2,1,1.5
55477,2769,actually hurts to watch .,0,actually hurts to watch .,2,2,1.5
55478,2769,hurts to watch .,2,hurts to watch .,2,0,1.5
30115,1397,thrill,3,thrill,2,1,1.5
153068,8358,prevents us from sharing the awe in which it holds itself,1,prevents us from sharing the awe in which it holds itself,4,3,1.5
55639,2780,tremendous,4,tremendous,2,2,1.5
30106,1397,a concept,2,a concept,2,0,1.5
87925,4566,a better thriller,3,a better thriller,2,1,1.5
47861,2333,it 's not half-bad .,2,it 's not half-bad .,2,0,1.5
47860,2333,", it 's not half-bad .",3,", it 's not half-bad .",2,1,1.5
30105,1397,What a concept,3,What a concept,2,1,1.5
47859,2333,Even at its worst,2,Even at its worst,0,2,1.5
47858,2333,"Even at its worst , it 's not half-bad .",3,"Even at its worst , it 's not half-bad .",0,3,1.5
55474,2769,"At times , it actually hurts to watch .",0,"At times , it actually hurts to watch .",2,2,1.5
30107,1397,", what an idea , what a thrill ride .",4,", what an idea , what a thrill ride .",2,2,1.5
87926,4566,better thriller,3,better thriller,2,1,1.5
153063,8358,... its solemn pretension prevents us from sharing the awe in which it holds itself .,1,... its solemn pretension prevents us from sharing the awe in which it holds itself .,4,3,1.5
153064,8358,its solemn pretension prevents us from sharing the awe in which it holds itself .,2,its solemn pretension prevents us from sharing the awe in which it holds itself .,4,2,1.5
153065,8358,its solemn pretension,1,its solemn pretension,2,1,1.5
153066,8358,solemn pretension,1,solemn pretension,2,1,1.5
153067,8358,prevents us from sharing the awe in which it holds itself .,2,prevents us from sharing the awe in which it holds itself .,4,2,1.5
55479,2769,hurts to watch,1,hurts to watch,2,1,1.5
30109,1397,"what an idea , what a thrill ride",4,"what an idea , what a thrill ride",2,2,1.5
30108,1397,"what an idea , what a thrill ride .",4,"what an idea , what a thrill ride .",2,2,1.5
46518,2262,but dull and ankle-deep ` epic,1,but dull and ankle-deep ` epic,3,2,1.5
13669,587,just unlikable .,0,just unlikable .,2,2,1.5
13670,587,just unlikable,1,just unlikable,2,1,1.5
13671,587,unlikable,0,unlikable,2,2,1.5
30114,1397,a thrill,3,a thrill,2,1,1.5
122407,6563,Abysmally pathetic,0,Abysmally pathetic,2,2,1.5
87924,4566,see a better thriller,0,see a better thriller,3,3,1.5
122408,6563,Abysmally,1,Abysmally,2,1,1.5
70302,3581,Dramatically lackluster .,0,Dramatically lackluster .,2,2,1.5
70303,3581,Dramatically lackluster,1,Dramatically lackluster,2,1,1.5
46523,2262,` epic,4,` epic,2,2,1.5
46522,2262,ankle-deep,2,ankle-deep,2,0,1.5
46521,2262,dull and,1,dull and,2,1,1.5
46520,2262,dull and ankle-deep,1,dull and ankle-deep,2,1,1.5
46519,2262,but dull and ankle-deep,1,but dull and ankle-deep,2,1,1.5
57230,2882,Aggravating,1,Aggravating,2,1,1.5
30110,1397,what an idea,3,what an idea,2,1,1.5
57229,2882,Aggravating and,1,Aggravating and,2,1,1.5
57228,2882,Aggravating and tedious,0,Aggravating and tedious,2,2,1.5
57227,2882,Aggravating and tedious .,0,Aggravating and tedious .,2,2,1.5
46517,2262,shot but dull and ankle-deep ` epic,2,shot but dull and ankle-deep ` epic,3,1,1.5
46516,2262,shot but dull and ankle-deep ` epic .,1,shot but dull and ankle-deep ` epic .,3,2,1.5
46515,2262,shot but dull and ankle-deep ` epic . ',1,shot but dull and ankle-deep ` epic . ',3,2,1.5
46514,2262,A beautifully shot but dull and ankle-deep ` epic . ',1,A beautifully shot but dull and ankle-deep ` epic . ',4,3,1.5
30113,1397,a thrill ride,3,a thrill ride,2,1,1.5
62338,3151,Exciting documentary .,4,Exciting documentary .,2,2,1.5
62339,3151,Exciting documentary,3,Exciting documentary,2,1,1.5
30112,1397,what a thrill ride,4,what a thrill ride,2,2,1.5
55636,2780,A tremendous piece of work,4,A tremendous piece of work,2,2,1.5
55635,2780,A tremendous piece of work .,4,A tremendous piece of work .,2,2,1.5
30111,1397,", what a thrill ride",4,", what a thrill ride",2,2,1.5
47862,2333,'s not half-bad .,3,'s not half-bad .,1,2,1.5
142702,7745,Morvern rocks .,4,Morvern rocks .,2,2,1.5
87923,4566,see a better thriller this year,1,see a better thriller this year,4,3,1.5
120975,6477,Psychologically savvy,4,Psychologically savvy,2,2,1.5
19902,881,slapdash disaster,0,slapdash disaster,2,2,1.5
19903,881,slapdash,2,slapdash,2,0,1.5
19904,881,disaster,0,disaster,2,2,1.5
138658,7513,The story 's pathetic and the gags are puerile . .,0,The story 's pathetic and the gags are puerile . .,1,1,1.5
138659,7513,The story 's pathetic and the gags are puerile .,0,The story 's pathetic and the gags are puerile .,1,1,1.5
112219,5958,Interesting and thoroughly,4,Interesting and thoroughly,3,1,1.5
87922,4566,'ll see a better thriller this year,1,'ll see a better thriller this year,4,3,1.5
87768,4557,Does not add up to much .,0,Does n't add up to much .,2,2,1.5
87769,4557,Does not add up to much,1,Does n't add up to much,2,1,1.5
138660,7513,The story 's pathetic and,0,The story 's pathetic and,2,2,1.5
138661,7513,The story 's pathetic,0,The story 's pathetic,2,2,1.5
3272,123,forgettably,1,forgettably,2,1,1.5
3271,123,vulgar,0,vulgar,2,2,1.5
144418,7841,It sucked .,0,It sucked .,2,2,1.5
144419,7841,sucked .,1,sucked .,2,1,1.5
19901,881,slapdash disaster .,1,slapdash disaster .,2,1,1.5
62799,3177,Something for everyone .,3,Something for everyone .,2,1,1.5
57425,2895,Warm and exotic,4,Warm and exotic,2,2,1.5
138425,7495,Just dreadful,1,Just dreadful,2,1,1.5
129815,6987,"insightfully written , delicately performed",4,"insightfully written , delicately performed",2,2,1.5
129816,6987,insightfully written,4,insightfully written,2,2,1.5
129817,6987,", delicately performed",3,", delicately performed",2,1,1.5
129818,6987,delicately performed,3,delicately performed,2,1,1.5
112217,5958,Interesting and thoroughly unfaithful version of Carmen,3,Interesting and thoroughly unfaithful version of Carmen,0,3,1.5
112218,5958,Interesting and thoroughly unfaithful version,2,Interesting and thoroughly unfaithful version,0,2,1.5
138424,7495,Just dreadful .,0,Just dreadful .,2,2,1.5
57424,2895,Warm and exotic .,3,Warm and exotic .,2,1,1.5
19899,881,pitiful,1,pitiful,2,1,1.5
19898,881,"pitiful , slapdash disaster .",0,"pitiful , slapdash disaster .",2,2,1.5
62800,3177,Something for everyone,4,Something for everyone,2,2,1.5
104575,5522,Nothing about this movie works .,0,Nothing about this movie works .,2,2,1.5
104576,5522,Nothing about this movie,1,Nothing about this movie,2,1,1.5
19897,881,"... pitiful , slapdash disaster .",0,"... pitiful , slapdash disaster .",2,2,1.5
120974,6477,Psychologically savvy .,3,Psychologically savvy .,2,1,1.5
112220,5958,unfaithful version,2,unfaithful version,2,0,1.5
19657,864,-LRB- A -RRB- mess .,1,-LRB- A -RRB- mess .,2,1,1.5
3268,123,", vulgar and forgettably",2,", vulgar and forgettably",2,0,1.5
3267,123,"Violent , vulgar and forgettably",0,"Violent , vulgar and forgettably",2,2,1.5
30104,1397,"What a concept , what an idea , what a thrill ride .",4,"What a concept , what an idea , what a thrill ride .",1,3,1.5
142703,7745,rocks .,3,rocks .,2,1,1.5
19900,881,", slapdash disaster .",0,", slapdash disaster .",2,2,1.5
3266,123,"Violent , vulgar and forgettably entertaining",1,"Violent , vulgar and forgettably entertaining",4,3,1.5
19658,864,-LRB- A -RRB- mess,0,-LRB- A -RRB- mess,2,2,1.5
3265,123,"Violent , vulgar and forgettably entertaining .",1,"Violent , vulgar and forgettably entertaining .",4,3,1.5
138662,7513,'s pathetic,0,'s pathetic,2,2,1.5
138663,7513,the gags are puerile .,0,the gags are puerile .,2,2,1.5
138664,7513,are puerile .,2,are puerile .,2,0,1.5
138665,7513,are puerile,0,are puerile,2,2,1.5
47863,2333,'s not half-bad,2,'s not half-bad,1,1,1.5
87917,4566,It 's unlikely we 'll see a better thriller this year .,3,It 's unlikely we 'll see a better thriller this year .,3,0,1.5
87918,4566,'s unlikely we 'll see a better thriller this year .,4,'s unlikely we 'll see a better thriller this year .,4,0,1.5
87919,4566,'s unlikely we 'll see a better thriller this year,4,'s unlikely we 'll see a better thriller this year,4,0,1.5
87920,4566,unlikely we 'll see a better thriller this year,2,unlikely we 'll see a better thriller this year,4,2,1.5
87921,4566,we 'll see a better thriller this year,2,we 'll see a better thriller this year,4,2,1.5
150726,8216,I have to admit I walked out of Runteldat .,0,I have to admit I walked out of Runteldat .,2,2,1.5
55638,2780,tremendous piece,3,tremendous piece,2,1,1.5
3269,123,vulgar and forgettably,1,vulgar and forgettably,2,1,1.5
150733,8216,of Runteldat,2,of Runteldat,2,0,1.5
150731,8216,I walked out of Runteldat,1,I walked out of Runteldat,2,1,1.5
150729,8216,to admit I walked out of Runteldat,0,to admit I walked out of Runteldat,2,2,1.5
150732,8216,walked out of Runteldat,1,walked out of Runteldat,2,1,1.5
150730,8216,admit I walked out of Runteldat,0,admit I walked out of Runteldat,2,2,1.5
150728,8216,have to admit I walked out of Runteldat,0,have to admit I walked out of Runteldat,2,2,1.5
150727,8216,have to admit I walked out of Runteldat .,0,have to admit I walked out of Runteldat .,2,2,1.5
3270,123,vulgar and,2,vulgar and,2,0,1.5
55637,2780,A tremendous piece,4,A tremendous piece,2,2,1.5
38781,1849,including those intended for adults,2,including those intended for adults,2,0,1.4814814814814814
38762,1849,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.4814814814814814
38761,1849,may even,2,may even,2,0,1.4814814814814814
38760,1849,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",3,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.4814814814814814
38759,1849,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",4,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.4814814814814814
38763,1849,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.4814814814814814
38758,1849,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",4,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.4814814814814814
38784,1849,for adults,2,for adults,2,0,1.4814814814814814
38783,1849,intended for adults,2,intended for adults,2,0,1.4814814814814814
38782,1849,those intended for adults,2,those intended for adults,2,0,1.4814814814814814
38778,1849,the funniest jokes,4,the funniest jokes,3,1,1.4814814814814814
38780,1849,of any movie,2,of any movie,2,0,1.4814814814814814
38779,1849,funniest jokes,3,funniest jokes,2,1,1.4814814814814814
38765,1849,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",2,2,1.4814814814814814
38777,1849,the funniest jokes of any movie,4,the funniest jokes of any movie,2,2,1.4814814814814814
38776,1849,of the funniest jokes of any movie,4,of the funniest jokes of any movie,2,2,1.4814814814814814
38775,1849,some of the funniest jokes of any movie,4,some of the funniest jokes of any movie,2,2,1.4814814814814814
38774,1849,has some of the funniest jokes of any movie,4,has some of the funniest jokes of any movie,2,2,1.4814814814814814
38773,1849,has some of the funniest jokes of any movie this year,4,has some of the funniest jokes of any movie this year,1,3,1.4814814814814814
38772,1849,"has some of the funniest jokes of any movie this year ,",4,"has some of the funniest jokes of any movie this year ,",1,3,1.4814814814814814
38771,1849,"has some of the funniest jokes of any movie this year , including those intended for adults",3,"has some of the funniest jokes of any movie this year , including those intended for adults",2,1,1.4814814814814814
38770,1849,"it has some of the funniest jokes of any movie this year , including those intended for adults",4,"it has some of the funniest jokes of any movie this year , including those intended for adults",2,2,1.4814814814814814
38769,1849,"because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"because it has some of the funniest jokes of any movie this year , including those intended for adults",2,2,1.4814814814814814
38767,1849,goes by quickly,3,goes by quickly,2,1,1.4814814814814814
38766,1849,"goes by quickly ,",2,"goes by quickly ,",2,0,1.4814814814814814
38764,1849,"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",3,"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.4814814814814814
38768,1849,by quickly,2,by quickly,2,0,1.4814814814814814
46822,2279,is an undeniably worthy and devastating experience,1,is an undeniably worthy and devastating experience,4,3,1.4782608695652173
46805,2279,"From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .",3,"From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .",4,1,1.4782608695652173
7014,281,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",0,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",4,4,1.4782608695652173
7016,281,"vile , incoherent mess",0,"vile , incoherent mess",0,0,1.4782608695652173
7017,281,"vile , incoherent",0,"vile , incoherent",2,2,1.4782608695652173
7018,281,vile,1,vile,2,1,1.4782608695652173
7019,281,", incoherent",1,", incoherent",2,1,1.4782608695652173
7020,281,incoherent,1,incoherent,2,1,1.4782608695652173
7021,281,... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',0,... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',4,4,1.4782608695652173
7022,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',1,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',4,3,1.4782608695652173
7023,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome .,0,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome .,4,4,1.4782608695652173
7024,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome,0,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome,4,4,1.4782608695652173
7025,281,a scummy ripoff of David Cronenberg,0,a scummy ripoff of David Cronenberg,2,2,1.4782608695652173
7026,281,a scummy ripoff,1,a scummy ripoff,2,1,1.4782608695652173
46806,2279,From both a great and a terrible story,2,From both a great and a terrible story,0,2,1.4782608695652173
7028,281,scummy,1,scummy,2,1,1.4782608695652173
7029,281,ripoff,0,ripoff,2,2,1.4782608695652173
7030,281,of David Cronenberg,2,of David Cronenberg,2,0,1.4782608695652173
7031,281,David Cronenberg,2,David Cronenberg,2,0,1.4782608695652173
7032,281,Cronenberg,2,Cronenberg,2,0,1.4782608695652173
7033,281,'s brilliant ` Videodrome,3,'s brilliant ` Videodrome,4,1,1.4782608695652173
7034,281,'s brilliant `,4,'s brilliant `,4,0,1.4782608695652173
7035,281,'s brilliant,3,'s brilliant,4,1,1.4782608695652173
7036,281,Videodrome,2,Videodrome,2,0,1.4782608695652173
7015,281,"A vile , incoherent mess",0,"A vile , incoherent mess",0,0,1.4782608695652173
7027,281,scummy ripoff,0,scummy ripoff,2,2,1.4782608695652173
46807,2279,both a great and a terrible story,3,both a great and a terrible story,0,3,1.4782608695652173
46818,2279,has made a film that is an undeniably worthy and devastating experience,3,has made a film that is an undeniably worthy and devastating experience,4,1,1.4782608695652173
46808,2279,a great and a terrible story,3,a great and a terrible story,0,3,1.4782608695652173
46809,2279,great and a terrible story,3,great and a terrible story,0,3,1.4782608695652173
46810,2279,and a terrible story,0,and a terrible story,2,2,1.4782608695652173
46811,2279,a terrible story,0,a terrible story,2,2,1.4782608695652173
46813,2279,", Mr. Nelson has made a film that is an undeniably worthy and devastating experience .",3,", Mr. Nelson has made a film that is an undeniably worthy and devastating experience .",4,1,1.4782608695652173
46814,2279,Mr. Nelson has made a film that is an undeniably worthy and devastating experience .,4,Mr. Nelson has made a film that is an undeniably worthy and devastating experience .,4,0,1.4782608695652173
46815,2279,Mr. Nelson,2,Mr. Nelson,2,0,1.4782608695652173
46816,2279,Nelson,2,Nelson,2,0,1.4782608695652173
46817,2279,has made a film that is an undeniably worthy and devastating experience .,4,has made a film that is an undeniably worthy and devastating experience .,4,0,1.4782608695652173
46812,2279,terrible story,0,terrible story,2,2,1.4782608695652173
46819,2279,made a film that is an undeniably worthy and devastating experience,3,made a film that is an undeniably worthy and devastating experience,4,1,1.4782608695652173
46827,2279,worthy and,3,worthy and,2,1,1.4782608695652173
46821,2279,that is an undeniably worthy and devastating experience,3,that is an undeniably worthy and devastating experience,4,1,1.4782608695652173
46823,2279,an undeniably worthy and devastating experience,2,an undeniably worthy and devastating experience,4,2,1.4782608695652173
46824,2279,undeniably worthy and devastating experience,3,undeniably worthy and devastating experience,4,1,1.4782608695652173
46820,2279,a film that is an undeniably worthy and devastating experience,3,a film that is an undeniably worthy and devastating experience,4,1,1.4782608695652173
46825,2279,undeniably worthy and devastating,4,undeniably worthy and devastating,2,2,1.4782608695652173
46826,2279,worthy and devastating,4,worthy and devastating,2,2,1.4782608695652173
136736,7394,complete moron,0,complete moron,2,2,1.4666666666666666
136737,7394,moron,1,moron,2,1,1.4666666666666666
136738,7394,to foul up a screen adaptation of Oscar Wilde 's classic satire,0,to foul up a screen adaptation of Oscar Wilde 's classic satire,3,3,1.4666666666666666
136739,7394,foul up a screen adaptation of Oscar Wilde 's classic satire,2,foul up a screen adaptation of Oscar Wilde 's classic satire,3,1,1.4666666666666666
136740,7394,a screen adaptation of Oscar Wilde 's classic satire,2,a screen adaptation of Oscar Wilde 's classic satire,3,1,1.4666666666666666
136734,7394,take a complete moron,1,take a complete moron,2,1,1.4666666666666666
136741,7394,of Oscar Wilde 's classic satire,3,of Oscar Wilde 's classic satire,3,0,1.4666666666666666
136742,7394,Oscar Wilde 's classic satire,3,Oscar Wilde 's classic satire,3,0,1.4666666666666666
136743,7394,Oscar Wilde 's,2,Oscar Wilde 's,2,0,1.4666666666666666
136744,7394,classic satire,4,classic satire,2,2,1.4666666666666666
136735,7394,a complete moron,0,a complete moron,2,2,1.4666666666666666
136730,7394,It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,0,It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,3,3,1.4666666666666666
136733,7394,take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire,1,take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire,3,2,1.4666666666666666
136732,7394,would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire,0,would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire,3,3,1.4666666666666666
136731,7394,would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,2,would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,3,1,1.4666666666666666
155031,8484,me want to get made-up and go see this movie with my sisters,3,me want to get made-up and go see this movie with my sisters,0,3,1.4615384615384615
155036,8484,get made-up,2,get made-up,2,0,1.4615384615384615
155029,8484,made me want to get made-up and go see this movie with my sisters .,2,made me want to get made-up and go see this movie with my sisters .,0,2,1.4615384615384615
155032,8484,want to get made-up and go see this movie with my sisters,3,want to get made-up and go see this movie with my sisters,0,3,1.4615384615384615
155033,8484,to get made-up and go see this movie with my sisters,2,to get made-up and go see this movie with my sisters,3,1,1.4615384615384615
155034,8484,get made-up and go see this movie with my sisters,2,get made-up and go see this movie with my sisters,0,2,1.4615384615384615
155035,8484,get made-up and,3,get made-up and,2,1,1.4615384615384615
155030,8484,made me want to get made-up and go see this movie with my sisters,3,made me want to get made-up and go see this movie with my sisters,0,3,1.4615384615384615
155038,8484,see this movie with my sisters,3,see this movie with my sisters,3,0,1.4615384615384615
155028,8484,It made me want to get made-up and go see this movie with my sisters .,3,It made me want to get made-up and go see this movie with my sisters .,0,3,1.4615384615384615
155039,8484,with my sisters,2,with my sisters,2,0,1.4615384615384615
109280,5786,favorite pet,2,favorite pet,2,0,1.4615384615384615
109281,5786,pet,2,pet,2,0,1.4615384615384615
109282,5786,get buried alive,2,get buried alive,2,0,1.4615384615384615
109283,5786,buried alive,2,buried alive,2,0,1.4615384615384615
155040,8484,my sisters,2,my sisters,2,0,1.4615384615384615
109271,5786,The movie is about as humorous as watching your favorite pet get buried alive .,0,The movie is about as humorous as watching your favorite pet get buried alive .,4,4,1.4615384615384615
155037,8484,go see this movie with my sisters,2,go see this movie with my sisters,3,1,1.4615384615384615
23250,1053,not to,2,not to,2,0,1.4615384615384615
109273,5786,is about as humorous as watching your favorite pet get buried alive,0,is about as humorous as watching your favorite pet get buried alive,4,4,1.4615384615384615
23238,1053,"There 's no real reason to see it , and no real reason not to .",2,"There 's no real reason to see it , and no real reason not to .",1,1,1.4615384615384615
23239,1053,"There 's no real reason to see it , and no real reason not to",2,"There 's no real reason to see it , and no real reason not to",1,1,1.4615384615384615
23240,1053,"There 's no real reason to see it , and",1,"There 's no real reason to see it , and",4,3,1.4615384615384615
23241,1053,"There 's no real reason to see it ,",0,"There 's no real reason to see it ,",4,4,1.4615384615384615
23242,1053,There 's no real reason to see it,0,There 's no real reason to see it,4,4,1.4615384615384615
23243,1053,'s no real reason to see it,0,'s no real reason to see it,2,2,1.4615384615384615
23244,1053,no real reason to see it,1,no real reason to see it,2,1,1.4615384615384615
23246,1053,reason to see it,3,reason to see it,2,1,1.4615384615384615
23247,1053,no real reason not to,2,no real reason not to,2,0,1.4615384615384615
23248,1053,no real reason,3,no real reason,2,1,1.4615384615384615
23249,1053,real reason,2,real reason,2,0,1.4615384615384615
109272,5786,is about as humorous as watching your favorite pet get buried alive .,1,is about as humorous as watching your favorite pet get buried alive .,4,3,1.4615384615384615
23245,1053,real reason to see it,3,real reason to see it,2,1,1.4615384615384615
109274,5786,is about as humorous as,2,is about as humorous as,2,0,1.4615384615384615
